#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
  3410   0.92015333   0.10379533          71905    0.4130    165.5
  3411   0.48615200   0.04485200          18492    0.2370    141.6
  3412   0.37265200   0.21793200         273662    0.1750    171.0
  3413   0.09334533   0.94055867          31911    0.1750     93.0
  3414   0.89485133   0.16202933         268516    0.4580     86.8
  3415   0.94018533   0.58180800         170333    0.0610    166.7
  3416   0.86962600   0.58071267           5724    0.7080     93.1
  3417   0.61277733   0.18853067         146463    0.1950    142.3
  3418   0.66463533   0.70809200          34357    0.1650    176.8
  3419   0.02021267   0.37493200         197320    0.0360     91.6
  3420   0.16963533   0.83029133           4677    0.3770    136.1
  3421   0.00645800   0.48467200          90036    0.0380    153.9
  3422   0.30333867   0.55666867           5039    0.5000     89.8
  3423   0.22584600   0.99021200         175133    0.2320    160.0
  3424   0.68129133   0.17808533          29456    0.2020    168.2
  3425   0.86150333   0.34285533          89331    0.1230     18.5
  3426   0.79605267   0.07917133          29616    0.1540    151.1
  3427   0.16484733   0.49058333         142054    0.1110     66.9
  3428   0.57700467   0.23146400          19740    0.2620     71.6
  3429   0.87107200   0.71387867          93598    0.1180     63.5
  3430   0.22076867   0.46991867          79815    0.1460    127.5
  3431   0.48248667   0.18302600          60829    0.1560     72.1
  3432   0.38177200   0.23885933          59304    0.0460     36.0
  3433   0.71513000   0.22026867         119959    0.1510     16.4
  3434   0.12221867   0.15386533          67929    0.1180     83.7
  3435   0.15996267   0.54492867         133506    0.0860    169.4
  3436   0.83356800   0.00196467          52497    0.1250    131.8
  3437   0.41928933   0.29776133          21876    0.3200     12.4
  3438   0.89466733   0.73214000         124376    0.0780      7.1
  3439   0.27866467   0.84866733           5257    0.4870    179.3
  3440   0.78916533   0.58341667           5157    0.4560     96.8
  3441   0.89863333   0.76597267          10104    0.5560     27.6
  3442   0.85350600   0.48812933          73531    0.2290    152.3
  3443   0.94502600   0.36085733         159933    0.1370     79.3
  3444   0.74307333   0.57852400         100261    0.0120    125.2
  3445   0.82349867   0.62548600          81493    0.2730    140.2
  3446   0.25674133   0.27452600         349287    0.3290    111.1
  3447   0.44724067   0.15245800         436026    0.0410    146.6
  3448   0.98635333   0.05580400          33135    0.1290    141.8
  3449   0.73935467   0.14528600          15130    0.2590      2.8
  3450   0.66269600   0.46402333          24995    0.1200     86.7
  3451   0.53915667   0.00532933          12186    0.0440     34.2
  3452   0.71681400   0.12527200         123046    0.0840    124.7
  3453   0.24100267   0.18729200         220963    0.2970     62.6
  3454   0.87289067   0.50714733          54403    0.1050     69.2
  3455   0.81347667   0.03231600          66451    0.4560     76.1
  3456   0.57498133   0.06219400          26797    0.0140     97.3
  3457   0.03152200   0.20540333           5630    0.3800     20.0
  3458   0.05432133   0.37595333         196719    0.2230    164.2
  3459   0.43104133   0.22142400         111086    0.0910    174.4
  3460   0.57529533   0.63966267          22635    0.0790      3.3
  3461   0.24693800   0.66608600          55049    0.2150    143.9
  3462   0.18251000   0.32384933         154122    0.1180     22.6
  3463   0.24873733   0.19792000          96512    0.2050     69.1
  3464   0.74461133   0.63301133         195563    0.2330     94.9
  3465   0.68511600   0.00145400         138512    0.4980    104.2
  3466   0.78444133   0.77188400          97581    0.0500    107.9
  3467   0.48609600   0.98038000          45660    0.1300    102.1
  3468   0.54624867   0.08446133         174942    0.0740    105.6
  3469   0.86348800   0.10090867         492159    0.0860    148.4
  3470   0.66925467   0.43277333         171102    0.0940    150.8
  3471   0.59540733   0.05466400         290738    0.2340    167.6
  3472   0.85371267   0.03273800         337434    0.0540    130.2
  3473   0.77147333   0.93050867          66758    0.0510      8.0
  3474   0.75306133   0.57738667         199498    0.0370    102.4
  3475   0.92763933   0.86533867           4222    0.3230     90.1
  3476   0.83320333   0.26337533          54773    0.2260    164.8
  3477   0.62052333   0.99799667         101053    0.2150     91.8
  3478   0.43635867   0.55602467          24697    0.5720     38.5
  3479   0.77881267   0.35942800          31271    0.1950    139.5
  3480   0.71928133   0.59287733          86951    0.0600     70.1
  3481   0.64655800   0.22962600         160378    0.3350    155.2
  3482   0.11934000   0.42702933           3870    0.3280    178.4
  3483   0.23925467   0.11041733           6427    0.2470     71.7
  3484   0.96918200   0.39967000          68858    0.0980    134.8
  3485   0.43377000   0.40969000           7392    0.2320    118.2
  3486   0.82640933   0.18850133         317167    0.1640    134.0
  3487   0.16009600   0.02670133         132550    0.1660     76.6
  3488   0.13418200   0.66129400         175901    0.3680      9.3
  3489   0.55095267   0.73564800          70228    0.0650    112.2
  3490   0.31939200   0.73809600          84891    0.3300      4.9
  3491   0.55233400   0.44894267           8787    0.1710    119.2
  3492   0.33510200   0.32329733         127437    0.0930     41.0
  3493   0.06501467   0.81950267           9510    0.3960    163.0
  3494   0.39899467   0.57060533          96593    0.1530     55.7
  3495   0.38745133   0.15995867           8787    0.1660     70.3
  3496   0.89207067   0.53611933           4432    0.3600     42.8
  3497   0.34333333   0.72800000          22950    0.0000     45.0
  3498   0.32302533   0.43735733          29782    0.1290     84.7
  3499   0.26282533   0.94351667          67340    0.1190      8.2
  3500   0.36773133   0.36895400          51545    0.5470     83.4
  3501   0.90021400   0.36377200           4088    0.2210     49.6
  3502   0.31159800   0.01527400         119116    0.0460      4.1
  3503   0.20903733   0.89529467          18599    0.4450     82.1
  3504   0.35914133   0.42232800          95316    0.1210     70.0
  3505   0.84568400   0.48551667          14921    0.5010      6.2
  3506   0.21186333   0.98821200           4804    0.2630    150.3
  3507   0.08592667   0.79830000          10231    0.1900     68.6
  3508   0.78697600   0.68271333          72605    0.0800    122.6
  3509   0.01088667   0.51624467          60671    0.2190    105.7
  3510   0.79950933   0.64077467          94084    0.1470    165.0
  3511   0.53908533   0.62760867          14117    0.3410     63.7
  3512   0.46557467   0.39052800          53340    0.1580    117.4
  3513   0.71284267   0.85200800          24584    0.3550     79.7
  3514   0.77507933   0.82514733          56598    0.6150     76.9
  3515   0.36513667   0.30248867         247986    0.1230     98.1
  3516   0.20817933   0.72158600          51824    0.1200    141.8
  3517   0.85576333   0.58172200          79807    0.1160    135.9
  3518   0.39936400   0.00580333          77345    0.0330     65.5
  3519   0.64617867   0.68952933          66406    0.0920     63.5
  3520   0.46011133   0.76004133          35842    0.1210    178.0
  3521   0.19780000   0.78012200          78993    0.1220    160.4
  3522   0.92331733   0.88533333          35181    0.1320     46.2
  3523   0.75869467   0.35029000          63203    0.1550     29.3
  3524   0.34339933   0.95782067          34677    0.3110      7.5
  3525   0.07262333   0.25453867          44020    0.5660     88.7
  3526   0.27791667   0.91133933         113771    0.0550    174.9
  3527   0.97909000   0.84736733          52598    0.6130    155.8
  3528   0.71866667   0.24831467           3760    0.3240      0.3
  3529   0.07193267   0.84065800          30208    0.4290    172.6
  3530   0.42030133   0.48225933           8488    0.4360     61.0
  3531   0.06469600   0.64952667          24767    0.2960    159.7
  3532   0.75349667   0.96984733          18435    0.4840     21.0
  3533   0.71986067   0.20209133         303808    0.0540    104.7
  3534   0.55510733   0.18710933         128282    0.0550    136.7
  3535   0.64693667   0.52552733          72482    0.1890    122.9
  3536   0.87375200   0.92151067          30128    0.1590    109.3
  3537   0.30754400   0.59209400          13523    0.3090    130.7
  3538   0.78601200   0.26918933           9439    0.0130     69.5
  3539   0.82777267   0.48161267         108575    0.1950    168.0
  3540   0.75097467   0.19798800           4749    0.3170     88.7
  3541   0.80576733   0.56297733          92264    0.1160    178.2
  3542   0.82906533   0.96664400          26219    0.1700    171.7
  3543   0.26072667   0.18398733          12169    0.2360    114.3
  3544   0.77440667   0.05372267          29410    0.0180    117.0
  3545   0.57911667   0.79092933         147202    0.0990     83.4
  3546   0.20018267   0.09176067          68136    0.0590     49.6
  3547   0.98637067   0.97698067         280178    0.0440     77.4
  3548   0.12367267   0.09964733           6423    0.0220      1.2
  3549   0.96926200   0.18123600          12418    0.4960     70.7
  3550   0.42574533   0.21866200          62934    0.1510     10.0
  3551   0.49752400   0.27203267         103088    0.1170    154.5
  3552   0.57769200   0.60020533          12238    0.5520    117.2
  3553   0.17118133   0.57709000         155627    0.2170    106.2
  3554   0.38006400   0.07887600          66189    0.2050    146.3
  3555   0.56521000   0.32312133           3800    0.5520     12.8
  3556   0.39437400   0.38545600          17000    0.0820    126.0
  3557   0.42749467   0.33520000         136290    0.0950      7.9
  3558   0.32408933   0.68254000         136825    0.0260    165.3
  3559   0.42366600   0.47574000          11068    0.4000    179.2
  3560   0.23177267   0.58580000         107695    0.0790    108.7
  3561   0.91447067   0.87928133         101231    0.1390    179.7
  3562   0.94517000   0.45930600           4757    0.4650    179.5
  3563   0.78779733   0.86152467           6064    0.2570     95.0
  3564   0.43001400   0.68737733         119571    0.0200     68.7
  3565   0.48043933   0.08882200          46361    0.1170     92.1
  3566   0.41747067   0.61742333          16216    0.2500    168.6
  3567   0.00699200   0.22496933          63084    0.4480    141.5
  3568   0.35271933   0.03210067         128582    0.1470    151.0
  3569   0.10474000   0.25550600           5098    0.4710      7.0
  3570   0.32357133   0.76758533         189620    0.3120    137.3
  3571   0.26012200   0.33339933          97510    0.0920     39.6
  3572   0.90891133   0.07103933         211734    0.0800     28.2
  3573   0.14547000   0.05137800         219129    0.0830     73.7
  3574   0.12949333   0.62426067           7633    0.3980      1.3
  3575   0.81335600   0.39627600          21475    0.3710    103.1
  3576   0.76754067   0.55501267         319503    0.1560    146.0
  3577   0.33737133   0.50143800         112619    0.2030     31.2
  3578   0.78489933   0.75540133         126416    0.0810    127.5
  3579   0.27299733   0.39307600          60620    0.1710    119.9
  3580   0.32059333   0.20013533          19166    0.1200     18.6
  3581   0.07174933   0.61481933          14289    0.5630     86.1
  3582   0.32746600   0.96873867          62781    0.2670      1.0
  3583   0.47878867   0.09659600         268974    0.0150     11.3
